"filename", "language", "Vue.js", "JavaScript", "CSS", "Markdown", "HTML", "JSON", "Less", "comment", "blank", "total"
"c:\Users\19203\Desktop\news-font\.history\src\views\register\index_20211206165629.vue", "Vue.js", 103, 0, 0, 0, 0, 0, 0, 0, 9, 112
"c:\Users\19203\Desktop\news-font\.history\src\views\register\index_20211206165654.vue", "Vue.js", 103, 0, 0, 0, 0, 0, 0, 0, 9, 112
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\components\identify_20211206175033.vue", "Vue.js", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\components\identify_20211206180259.vue", "Vue.js", 152, 0, 0, 0, 0, 0, 0, 8, 1, 161
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\components\identify_20211206180333.vue", "Vue.js", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206143529.vue", "Vue.js", 9, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206152304.vue", "Vue.js", 93, 0, 0, 0, 0, 0, 0, 0, 9, 102
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206152403.vue", "Vue.js", 93, 0, 0, 0, 0, 0, 0, 0, 9, 102
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206152601.vue", "Vue.js", 95, 0, 0, 0, 0, 0, 0, 0, 9, 104
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153056.vue", "Vue.js", 95, 0, 0, 0, 0, 0, 0, 0, 9, 104
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153542.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153610.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153834.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153854.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153906.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153913.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153924.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153933.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206153947.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154023.vue", "Vue.js", 94, 0, 0, 0, 0, 0, 0, 3, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154040.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154048.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154106.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154138.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154143.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154147.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154158.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154203.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154309.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154650.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154743.vue", "Vue.js", 96, 0, 0, 0, 0, 0, 0, 1, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206154820.vue", "Vue.js", 96, 0, 0, 0, 0, 0, 0, 1, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155058.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 1, 9, 107
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155126.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 1, 9, 107
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155217.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155223.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155239.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155256.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 9, 106
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155308.vue", "Vue.js", 94, 0, 0, 0, 0, 0, 0, 0, 9, 103
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155310.vue", "Vue.js", 86, 0, 0, 0, 0, 0, 0, 0, 9, 95
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155328.vue", "Vue.js", 86, 0, 0, 0, 0, 0, 0, 0, 9, 95
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155332.vue", "Vue.js", 86, 0, 0, 0, 0, 0, 0, 0, 9, 95
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155350.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155356.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155405.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155413.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155419.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155730.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155736.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155746.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155749.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155801.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206155804.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206165552.vue", "Vue.js", 85, 0, 0, 0, 0, 0, 0, 0, 9, 94
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206180259.vue", "Vue.js", 88, 0, 0, 0, 0, 0, 0, 0, 10, 98
"c:\Users\19203\Desktop\news-font\.history\src\views\reset\index_20211206181359.vue", "Vue.js", 87, 0, 0, 0, 0, 0, 0, 0, 10, 97
"c:\Users\19203\Desktop\news-font\README.md", "Markdown", 0, 0, 0, 38, 0, 0, 0, 0, 12, 50
"c:\Users\19203\Desktop\news-font\babel.config.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\19203\Desktop\news-font\package-lock.json", "JSON", 0, 0, 0, 0, 0, 25844, 0, 0, 1, 25845
"c:\Users\19203\Desktop\news-font\package.json", "JSON", 0, 0, 0, 0, 0, 50, 0, 0, 1, 51
"c:\Users\19203\Desktop\news-font\postcss.config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\19203\Desktop\news-font\public\index.html", "HTML", 0, 0, 0, 0, 16, 0, 0, 1, 1, 18
"c:\Users\19203\Desktop\news-font\src\App.vue", "Vue.js", 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\19203\Desktop\news-font\src\assets\css\comment.less", "Less", 0, 0, 0, 0, 0, 0, 59, 0, 0, 59
"c:\Users\19203\Desktop\news-font\src\assets\css\iconfont.css", "CSS", 0, 0, 35, 0, 0, 0, 0, 0, 8, 43
"c:\Users\19203\Desktop\news-font\src\components\comments\comment_content.vue", "Vue.js", 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\19203\Desktop\news-font\src\components\comments\style1.vue", "Vue.js", 56, 0, 0, 0, 0, 0, 0, 1, 2, 59
"c:\Users\19203\Desktop\news-font\src\components\comments\style2.vue", "Vue.js", 61, 0, 0, 0, 0, 0, 0, 1, 2, 64
"c:\Users\19203\Desktop\news-font\src\components\news\NewsMorePic.vue", "Vue.js", 49, 0, 0, 0, 0, 0, 0, 0, 2, 51
"c:\Users\19203\Desktop\news-font\src\components\news\NewsOnePic.vue", "Vue.js", 52, 0, 0, 0, 0, 0, 0, 0, 2, 54
"c:\Users\19203\Desktop\news-font\src\components\news\NewsText.vue", "Vue.js", 32, 0, 0, 0, 0, 0, 0, 0, 2, 34
"c:\Users\19203\Desktop\news-font\src\components\news\NewsVideo.vue", "Vue.js", 43, 0, 0, 0, 0, 0, 0, 0, 2, 45
"c:\Users\19203\Desktop\news-font\src\components\news\index.vue", "Vue.js", 61, 0, 0, 0, 0, 0, 0, 0, 3, 64
"c:\Users\19203\Desktop\news-font\src\config\style\index.css", "CSS", 0, 0, 2, 0, 0, 0, 0, 0, 0, 2
"c:\Users\19203\Desktop\news-font\src\config\style\reset.css", "CSS", 0, 0, 42, 0, 0, 0, 0, 1, 0, 43
"c:\Users\19203\Desktop\news-font\src\config\vant.config.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 0, 2, 51
"c:\Users\19203\Desktop\news-font\src\main.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\19203\Desktop\news-font\src\network\api\my.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\19203\Desktop\news-font\src\network\api\news.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 5, 5, 41
"c:\Users\19203\Desktop\news-font\src\network\request.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 6, 2, 31
"c:\Users\19203\Desktop\news-font\src\router\index.js", "JavaScript", 0, 61, 0, 0, 0, 0, 0, 0, 5, 66
"c:\Users\19203\Desktop\news-font\src\store\index.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\19203\Desktop\news-font\src\store\module\comment.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\19203\Desktop\news-font\src\store\module\news.js", "JavaScript", 0, 147, 0, 0, 0, 0, 0, 15, 2, 164
"c:\Users\19203\Desktop\news-font\src\store\module\user.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 38
"c:\Users\19203\Desktop\news-font\src\views\comment_detail\index.vue", "Vue.js", 81, 0, 0, 0, 0, 0, 0, 2, 7, 90
"c:\Users\19203\Desktop\news-font\src\views\home\components\Category.vue", "Vue.js", 55, 0, 0, 0, 0, 0, 0, 3, 6, 64
"c:\Users\19203\Desktop\news-font\src\views\home\components\NavBar.vue", "Vue.js", 54, 0, 0, 0, 0, 0, 0, 1, 3, 58
"c:\Users\19203\Desktop\news-font\src\views\home\index.vue", "Vue.js", 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\19203\Desktop\news-font\src\views\login\index.vue", "Vue.js", 97, 0, 0, 0, 0, 0, 0, 0, 7, 104
"c:\Users\19203\Desktop\news-font\src\views\my\index.vue", "Vue.js", 84, 0, 0, 0, 0, 0, 0, 0, 5, 89
"c:\Users\19203\Desktop\news-font\src\views\news_detail\components\NewsComment.vue", "Vue.js", 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\19203\Desktop\news-font\src\views\news_detail\components\NewsContent.vue", "Vue.js", 73, 0, 0, 0, 0, 0, 0, 0, 3, 76
"c:\Users\19203\Desktop\news-font\src\views\news_detail\components\NewsOperate.vue", "Vue.js", 76, 0, 0, 0, 0, 0, 0, 0, 3, 79
"c:\Users\19203\Desktop\news-font\src\views\news_detail\index.vue", "Vue.js", 90, 0, 0, 0, 0, 0, 0, 0, 6, 96
"c:\Users\19203\Desktop\news-font\src\views\notfind\index.vue", "Vue.js", 40, 0, 0, 0, 0, 0, 0, 0, 2, 42
"c:\Users\19203\Desktop\news-font\src\views\register\index.vue", "Vue.js", 103, 0, 0, 0, 0, 0, 0, 0, 9, 112
"c:\Users\19203\Desktop\news-font\src\views\reset\index.vue", "Vue.js", 87, 0, 0, 0, 0, 0, 0, 0, 10, 97
"c:\Users\19203\Desktop\news-font\src\views\setting\index.vue", "Vue.js", 101, 0, 0, 0, 0, 0, 0, 0, 4, 105
"Total", "-", 20612, 416, 83, 38, 16, 25894, 165, 276, 1830, 49330
